src,dst,count
K16:L13:w1-1-1-1-1-1-2-1-2-1-1-1-2:b1,K15:L12:w1-1-1-1-1-2-1-2-1-1-1-2:b1,40
K16:L13:w1-1-1-1-1-1-1-2-1-1-1-1-3:b1,K15:L12:w1-1-1-1-1-1-2-1-1-1-1-3:b1,40
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-2-2-2-2-2:b1,40
K16:L11:w1-1-1-1-3-1-2-1-1-1-3:b1,K9:L6:w1-1-1-3-1-2:b1,40
K3:L2:w1-2:b1,K13:L9:w1-1-1-2-2-1-2-1-2:b1,40
K16:L13:w1-1-1-1-1-1-3-1-1-1-1-1-2:b1,K8:L6:w1-1-1-1-1-3:b1,40
K3:L2:w1-2:b1,K12:L8:w1-1-1-2-2-1-1-3:b1,40
K16:L11:w1-1-1-1-1-1-1-1-2-1-5:b1,K15:L10:w1-1-1-1-1-1-1-2-1-5:b1,40
K3:L2:w1-2:b1,K14:L9:w1-1-2-1-2-1-3-1-2:b1,40
K3:L2:w1-2:b1,K12:L8:w1-1-1-3-1-2-1-2:b1,40
K16:L11:w1-1-1-1-1-1-1-2-1-1-5:b1,K15:L10:w1-1-1-1-1-1-2-1-1-5:b1,40
K16:L13:w1-1-1-1-1-1-1-1-1-2-1-1-3:b1,K15:L12:w1-1-1-1-1-1-1-1-2-1-1-3:b1,40
K16:L11:w1-1-1-1-1-1-4-1-1-1-3:b1,K15:L10:w1-1-1-1-1-4-1-1-1-3:b1,40
K16:L11:w1-1-1-1-2-2-2-1-1-1-3:b1,K15:L10:w1-1-1-2-2-2-1-1-1-3:b1,40
K16:L14:w1-1-1-1-1-1-1-1-1-2-1-1-1-2:b1,K15:L13:w1-1-1-1-1-1-1-1-2-1-1-1-2:b1,40
K16:L11:w1-1-1-1-2-1-2-1-1-1-4:b1,K15:L10:w1-1-1-2-1-2-1-1-1-4:b1,40
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-2-2-1-2-2:b1,39
K15:L11:w1-1-1-1-1-2-2-1-2-1-2:b1,K16:L11:w1-1-1-1-2-2-1-2-1-2-2:b1,39
K8:L6:w1-1-1-1-2-2:b2,K7:L5:w1-1-1-2-2:b1,39
K3:L2:w1-2:b1,K12:L8:w1-1-1-1-2-2-2-2:b1,39
K3:L2:w1-2:b1,K13:L9:w1-1-1-1-1-2-2-2-2:b1,39
K16:L12:w1-1-1-1-1-2-1-2-1-1-1-3:b1,K15:L11:w1-1-1-1-2-1-2-1-1-1-3:b1,39
K16:L12:w1-1-1-1-1-1-1-1-1-2-1-4:b1,K15:L11:w1-1-1-1-1-1-1-1-2-1-4:b1,39
K16:L12:w1-1-1-1-1-1-3-2-1-1-1-2:b1,K15:L11:w1-1-1-1-1-3-2-1-1-1-2:b1,39
K16:L11:w1-1-1-1-1-2-1-2-1-1-4:b1,K15:L10:w1-1-1-1-2-1-2-1-1-4:b1,39
K3:L2:w1-2:b1,K12:L8:w1-1-1-1-2-2-1-3:b1,38
K3:L2:w1-2:b1,K14:L10:w1-1-1-1-2-2-1-2-1-2:b1,38
K3:L2:w1-2:b1,K12:L8:w1-1-1-1-4-1-1-2:b1,38
K3:L2:w1-2:b1,K12:L8:w1-1-1-1-1-3-1-3:b1,38
K3:L2:w1-2:b1,K15:L10:w1-1-2-1-2-1-2-2-1-2:b1,38
K3:L2:w1-2:b1,K14:L9:w1-1-1-3-1-2-1-2-2:b1,38
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-3-1-2-2-2:b1,38
K3:L2:w1-2:b1,K14:L9:w1-1-1-3-1-1-2-2-2:b1,38
K3:L2:w1-2:b1,K13:L9:w1-1-1-2-1-1-2-1-3:b1,38
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-1-1-2-3-2:b1,38
K16:L11:w1-1-1-1-1-2-3-1-1-1-3:b1,K15:L10:w1-1-1-1-2-3-1-1-1-3:b1,38
K16:L13:w1-1-1-1-1-1-1-1-2-1-1-1-3:b1,K15:L12:w1-1-1-1-1-1-1-2-1-1-1-3:b1,38
K16:L11:w1-1-1-2-1-2-2-1-1-1-3:b1,K9:L6:w1-1-2-1-2-2:b1,38
K16:L13:w1-1-1-1-1-1-2-2-1-1-1-1-2:b1,K15:L12:w1-1-1-1-1-2-2-1-1-1-1-2:b1,38
K16:L11:w1-1-1-1-1-2-2-1-1-1-4:b1,K15:L10:w1-1-1-1-2-2-1-1-1-4:b1,38
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-1-2-3-1-2:b1,38
K16:L11:w1-1-1-2-1-1-3-1-1-1-3:b1,K9:L6:w1-1-2-1-1-3:b1,38
K16:L14:w1-1-1-1-1-1-1-1-2-1-1-1-1-2:b1,K15:L13:w1-1-1-1-1-1-1-2-1-1-1-1-2:b1,38
K3:L2:w1-2:b1,K13:L9:w1-1-1-3-1-2-1-1-2:b1,38
K16:L11:w1-1-1-1-1-1-3-1-1-1-4:b1,K15:L10:w1-1-1-1-1-3-1-1-1-4:b1,38
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-2-1-2-1-3:b1,37
K8:L6:w1-1-1-1-1-3:b2,K7:L5:w1-1-1-1-3:b1,37
K3:L2:w1-2:b1,K14:L9:w1-1-1-3-1-2-2-1-2:b1,37
K16:L12:w1-1-1-1-1-2-2-1-1-1-1-3:b1,K15:L11:w1-1-1-1-2-2-1-1-1-1-3:b1,37
K16:L11:w1-1-1-1-2-2-1-1-1-1-4:b1,K7:L5:w1-1-1-2-2:b1,37
K16:L11:w1-1-1-1-4-1-1-2-1-1-2:b1,K15:L10:w1-1-1-4-1-1-2-1-1-2:b1,37
K3:L2:w1-2:b1,K13:L9:w1-1-1-2-1-1-2-2-2:b1,36
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-1-1-2-2-3:b1,36
K16:L12:w1-1-1-1-1-1-2-2-1-1-1-3:b1,K15:L11:w1-1-1-1-1-2-2-1-1-1-3:b1,36
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-2-2-2-2-1-2:b1,36
K3:L2:w1-2:b1,K12:L8:w1-1-1-2-1-1-3-2:b1,36
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-1-1-2-4-2:b1,36
K16:L11:w1-1-1-2-3-1-1-2-1-1-2:b1,K4:L3:w1-1-2:b1,36
K16:L11:w1-1-1-1-1-2-1-1-1-1-5:b1,K15:L10:w1-1-1-1-2-1-1-1-1-5:b1,36
K16:L14:w1-1-1-1-1-1-1-2-1-1-1-1-1-2:b1,K15:L13:w1-1-1-1-1-1-2-1-1-1-1-1-2:b1,36
K14:L10:w1-1-1-2-1-2-1-1-2-2:b1,K16:L11:w1-1-2-1-2-1-1-2-2-1-2:b1,36
K16:L13:w1-1-1-1-1-1-1-1-1-1-1-1-4:b1,K15:L12:w1-1-1-1-1-1-1-1-1-1-1-4:b1,36
K16:L15:w1-1-1-1-1-1-1-1-1-1-1-1-1-1-2:b1,K15:L14:w1-1-1-1-1-1-1-1-1-1-1-1-1-2:b1,36
K16:L11:w1-1-1-1-1-3-1-1-1-1-4:b1,K15:L10:w1-1-1-1-3-1-1-1-1-4:b1,36
K16:L14:w1-1-1-1-1-1-1-1-1-1-1-1-1-3:b1,K15:L13:w1-1-1-1-1-1-1-1-1-1-1-1-3:b1,36
K3:L2:w1-2:b1,K15:L10:w1-1-1-2-1-2-2-2-1-2:b1,35
K3:L2:w1-2:b1,K14:L9:w1-1-2-2-1-2-1-1-3:b1,35
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-2-2-2-1-2:b1,35
K3:L2:w1-2:b1,K12:L8:w1-1-1-2-3-1-1-2:b1,35
K3:L2:w1-2:b1,K14:L9:w1-1-2-1-2-1-2-1-3:b1,35
K14:L9:w1-1-1-1-5-1-1-1-2:b1,K5:L4:w1-1-1-2:b1,35
K16:L13:w1-1-1-1-1-2-1-2-1-1-1-1-2:b1,K9:L7:w1-1-1-1-2-1-2:b1,35
K16:L11:w1-1-1-1-1-1-1-1-1-1-6:b1,K15:L10:w1-1-1-1-1-1-1-1-1-6:b1,35
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-1-2-1-3-2-2:b1,35
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-2-3-1-2-2:b1,35
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-1-3-1-2-2:b1,35
K16:L11:w1-1-1-3-1-1-2-2-1-1-2:b1,K6:L4:w1-1-2-2:b1,35
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-2-2-1-1-3:b1,35
K3:L2:w1-2:b1,K14:L9:w1-1-1-3-1-2-1-1-3:b1,35
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-1-2-1-1-4:b1,34
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-1-3-2-1-2:b1,34
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-2-1-3-2-2:b1,34
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-2-1-2-1-4:b1,34
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-1-1-3-2-2:b1,34
K3:L2:w1-2:b1,K13:L9:w1-1-1-2-2-1-1-2-2:b1,34
K3:L2:w1-2:b1,K15:L10:w1-1-2-2-1-2-1-2-1-2:b1,34
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-2-1-1-4-2:b1,34
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-2-1-3-1-2:b1,34
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-2-1-1-1-4:b1,34
K3:L2:w1-2:b1,K14:L9:w1-1-2-2-2-1-2-1-2:b1,34
K6:L4:w1-1-1-3:b1,K10:L7:w1-1-1-2-1-1-3:b1,34
K3:L2:w1-2:b1,K15:L10:w1-1-2-1-2-1-1-3-1-2:b1,34
K15:L11:w1-1-1-1-1-1-3-1-2-1-2:b1,K16:L11:w1-1-1-1-1-3-1-2-1-2-2:b1,34
K3:L2:w1-2:b1,K11:L8:w1-1-1-1-1-3-1-2:b1,33
K3:L2:w1-2:b1,K13:L9:w1-1-1-1-2-2-2-1-2:b1,33
K3:L2:w1-2:b1,K13:L9:w1-1-1-2-2-2-1-1-2:b1,33
K3:L2:w1-2:b1,K11:L10:w1-1-1-1-1-1-1-1-1-2:b1,33
K3:L2:w1-2:b1,K16:L11:w1-1-1-1-1-2-1-1-3-2-2:b1,33
K3:L2:w1-2:b1,K13:L9:w1-1-1-1-1-1-1-2-4:b1,33
K3:L2:w1-2:b1,K13:L9:w1-1-1-2-1-2-2-1-2:b1,33
K3:L2:w1-2:b1,K13:L9:w1-1-1-1-3-1-2-1-2:b1,33
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-2-1-1-3-3:b1,33
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-2-1-1-2-3-2:b1,33
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-2-1-4-1-2:b1,33
K16:L12:w1-1-1-1-1-2-3-1-1-1-1-2:b1,K9:L6:w1-1-1-1-2-3:b1,33
K3:L2:w1-2:b1,K13:L9:w1-1-1-1-1-1-3-2-2:b1,33
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-3-2-1-2-2:b1,33
K3:L2:w1-2:b1,K14:L9:w1-1-2-1-3-1-2-1-2:b1,33
K3:L2:w1-2:b1,K14:L9:w1-1-2-1-2-1-1-2-3:b1,33
K3:L2:w1-2:b1,K10:L8:w1-1-1-1-1-1-1-3:b1,32
K3:L2:w1-2:b1,K12:L9:w1-1-1-1-3-1-1-1-2:b1,32
K3:L2:w1-2:b1,K12:L8:w1-1-1-1-1-2-1-4:b1,32
K3:L2:w1-2:b1,K11:L8:w1-1-1-1-2-2-1-2:b1,32
K15:L12:w1-1-1-1-1-1-2-1-1-2-1-2:b1,K16:L12:w1-1-1-1-1-2-1-1-2-1-2-2:b1,32
K15:L11:w1-1-1-1-1-2-1-1-1-3-2:b1,K16:L11:w1-1-1-1-2-1-1-1-3-2-2:b1,32
K3:L2:w1-2:b1,K15:L10:w1-1-2-1-1-3-1-2-1-2:b1,32
K3:L2:w1-2:b1,K15:L10:w1-1-2-1-2-2-1-2-1-2:b1,32
K15:L11:w1-1-1-1-1-2-1-1-2-2-2:b1,K16:L11:w1-1-1-1-2-1-1-2-2-2-2:b1,32
K3:L2:w1-2:b1,K14:L10:w1-1-1-2-1-1-2-1-2-2:b1,32
K3:L2:w1-2:b1,K15:L10:w1-1-1-2-1-2-2-1-2-2:b1,32
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-1-1-4-1-2:b1,32
K15:L10:w1-1-1-1-4-2-1-1-1-2:b1,K5:L4:w1-1-1-2:b1,32
K15:L11:w1-1-1-1-1-4-1-1-1-1-2:b1,K6:L5:w1-1-1-1-2:b1,32
K3:L2:w1-2:b1,K15:L10:w1-1-1-2-1-1-1-4-1-2:b1,32
K15:L11:w1-1-1-1-1-1-1-1-3-2-2:b1,K16:L11:w1-1-1-1-1-1-1-3-2-2-2:b1,32
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-1-2-1-4-2:b1,32
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-2-2-1-3-1-2:b1,32
K15:L12:w1-1-1-1-1-1-1-1-1-2-2-2:b1,K16:L12:w1-1-1-1-1-1-1-1-2-2-2-2:b1,32
K3:L2:w1-2:b1,K15:L10:w1-1-1-2-1-1-3-1-2-2:b1,32
K15:L11:w1-1-1-1-2-1-2-1-1-2-2:b1,K16:L11:w1-1-1-2-1-2-1-1-2-2-2:b1,32
K3:L2:w1-2:b1,K10:L8:w1-1-1-1-1-2-1-2:b1,31
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-1-2-2-1-3:b1,31
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-1-1-5-1-2:b1,31
K3:L2:w1-2:b1,K15:L10:w1-1-2-1-2-2-1-1-2-2:b1,31
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-1-2-1-1-2-4:b1,31
K3:L2:w1-2:b1,K15:L11:w1-1-1-1-1-2-2-1-1-2-2:b1,31
K15:L11:w1-1-1-1-1-1-2-2-1-2-2:b1,K16:L11:w1-1-1-1-1-2-2-1-2-2-2:b1,31
K15:L11:w1-1-1-1-1-2-1-2-1-2-2:b1,K16:L11:w1-1-1-1-2-1-2-1-2-2-2:b1,31
K3:L2:w1-2:b1,K13:L9:w1-1-1-1-1-2-1-2-3:b1,31
K3:L2:w1-2:b1,K14:L9:w1-1-3-1-2-1-2-1-2:b1,31
K6:L4:w1-1-1-3:b1,K4:L3:w1-1-2:b2,31
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-2-2-1-2-3:b1,31
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-3-1-1-2-3:b1,31
K16:L11:w1-1-1-3-1-1-2-1-2-1-2:b1,K10:L7:w1-1-2-1-2-1-2:b1,31
K3:L2:w1-2:b1,K13:L9:w1-1-1-1-2-2-1-1-3:b1,31
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-1-1-1-4-2:b1,31
K15:L10:w1-1-1-4-1-1-2-1-1-2:b1,K4:L3:w1-1-2:b2,31
K3:L2:w1-2:b1,K15:L11:w1-1-1-1-2-2-1-1-1-2-2:b1,31
K15:L12:w1-1-1-1-1-1-1-1-1-3-1-2:b1,K16:L12:w1-1-1-1-1-1-1-1-3-1-2-2:b1,30
K3:L2:w1-2:b1,K15:L11:w1-1-1-1-1-2-2-1-2-1-2:b1,30
K3:L2:w1-2:b1,K15:L10:w1-1-1-2-1-2-1-1-1-4:b1,30
K3:L2:w1-2:b1,K12:L9:w1-1-1-1-2-1-1-2-2:b1,30
K3:L2:w1-2:b1,K15:L11:w1-1-1-1-2-1-2-2-1-1-2:b1,30
K3:L2:w1-2:b1,K16:L11:w1-1-1-2-2-1-1-2-1-2-2:b1,30
K3:L2:w1-2:b1,K15:L10:w1-1-1-2-2-1-3-1-1-2:b1,30
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-2-3-2-1-2:b1,30
K3:L2:w1-2:b1,K15:L10:w1-1-2-1-1-3-1-1-2-2:b1,30
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-2-1-2-2-1-3:b1,30
K3:L2:w1-2:b1,K14:L9:w1-1-1-3-2-1-2-1-2:b1,30
K3:L2:w1-2:b1,K15:L11:w1-1-1-2-1-1-2-1-2-1-2:b1,30
K3:L2:w1-2:b1,K15:L11:w1-1-1-1-1-1-1-2-2-2-2:b1,30
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-2-1-3-1-3:b1,30
K3:L2:w1-2:b1,K13:L9:w1-1-1-3-1-1-2-1-2:b1,30
K3:L2:w1-2:b1,K15:L10:w1-1-1-3-1-1-2-2-1-2:b1,30
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-1-1-2-2-4:b1,30
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-1-2-1-3-3:b1,30
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-1-3-1-2-2-2:b1,30
K3:L2:w1-2:b1,K11:L8:w1-1-1-1-3-1-1-2:b1,30
K3:L2:w1-2:b1,K15:L10:w1-1-1-2-1-1-2-2-2-2:b1,30
K3:L2:w1-2:b1,K14:L11:w1-1-1-1-1-2-1-1-2-1-2:b1,30
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-1-1-2-4-1-2:b1,30
K6:L4:w1-1-1-3:b1,K15:L10:w1-1-1-1-2-1-1-1-3-3:b1,30
K6:L4:w1-1-1-3:b1,K11:L7:w1-1-1-2-2-2-2:b1,30
K3:L2:w1-2:b1,K14:L10:w1-1-1-2-1-1-1-3-1-2:b1,30
K14:L11:w1-1-1-1-1-1-1-2-1-2-2:b1,K16:L11:w1-1-1-1-1-1-2-1-2-2-3:b1,30
K15:L11:w1-1-1-1-1-1-1-1-2-3-2:b1,K16:L11:w1-1-1-1-1-1-1-2-3-2-2:b1,30
K15:L11:w1-1-1-1-1-1-1-2-2-2-2:b1,K16:L11:w1-1-1-1-1-1-2-2-2-2-2:b1,30
K3:L2:w1-2:b1,K15:L10:w1-1-1-3-1-2-1-1-2-2:b1,30
K3:L2:w1-2:b1,K15:L10:w1-1-2-1-2-1-1-2-2-2:b1,30
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-1-3-1-1-3:b1,30
K3:L2:w1-2:b1,K13:L9:w1-1-1-2-1-1-1-3-2:b1,29
K3:L2:w1-2:b1,K12:L9:w1-1-1-1-2-2-1-1-2:b1,29
K15:L11:w1-1-1-1-1-2-2-1-1-2-2:b1,K16:L11:w1-1-1-1-2-2-1-1-2-2-2:b1,29
K3:L2:w1-2:b1,K15:L10:w1-1-1-3-1-2-1-2-1-2:b1,29
K3:L2:w1-2:b1,K12:L8:w1-1-1-1-2-1-1-4:b1,29
K3:L2:w1-2:b1,K13:L9:w1-1-1-1-2-2-1-2-2:b1,29
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-1-2-2-3-2:b1,29
K3:L2:w1-2:b1,K14:L10:w1-1-1-1-1-2-1-2-2-2:b1,29
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-1-1-2-1-4:b1,29
K3:L2:w1-2:b1,K15:L10:w1-1-2-1-2-1-2-1-1-3:b1,29
K6:L4:w1-1-1-3:b1,K3:L2:w1-2:b3,29
K3:L2:w1-2:b1,K13:L9:w1-1-1-1-1-1-2-3-2:b1,29
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-1-3-1-2-3:b1,29
K3:L2:w1-2:b1,K16:L11:w1-1-1-1-1-2-1-4-1-1-2:b1,29
K3:L2:w1-2:b1,K15:L10:w1-1-1-2-2-1-1-2-2-2:b1,29
K3:L2:w1-2:b1,K14:L10:w1-1-1-1-1-1-2-1-2-3:b1,29
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-1-4-1-2-2:b1,29
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-2-2-1-3-2:b1,29
K15:L11:w1-1-1-1-1-1-1-1-2-2-3:b1,K16:L11:w1-1-1-1-1-1-1-2-2-3-2:b1,29
K15:L12:w1-1-1-1-1-1-1-2-1-2-1-2:b1,K16:L12:w1-1-1-1-1-1-2-1-2-1-2-2:b1,29
K3:L2:w1-2:b1,K16:L11:w1-1-1-2-2-2-1-1-2-1-2:b1,29
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-2-1-2-1-3-2:b1,29
K3:L2:w1-2:b1,K16:L11:w1-1-1-2-1-1-2-2-1-2-2:b1,29
K15:L11:w1-1-1-1-1-1-1-2-1-3-2:b1,K16:L11:w1-1-1-1-1-1-2-1-3-2-2:b1,29
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-1-3-3-1-2:b1,29
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-1-1-3-3-1-2:b1,29
K3:L2:w1-2:b1,K16:L11:w1-1-1-2-2-1-2-1-1-2-2:b1,29
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-1-3-1-1-1-4:b1,28
K15:L11:w1-1-1-1-2-1-1-2-1-1-3:b1,K16:L11:w1-1-1-2-1-1-2-1-1-3-2:b1,28
K3:L2:w1-2:b1,K13:L10:w1-1-1-1-1-2-1-1-2-2:b1,28
K3:L2:w1-2:b1,K16:L11:w1-1-1-2-1-2-1-2-1-2-2:b1,28
K15:L11:w1-1-1-1-2-1-2-1-2-1-2:b1,K16:L11:w1-1-1-2-1-2-1-2-1-2-2:b1,28
K3:L2:w1-2:b1,K14:L9:w1-1-2-1-1-3-1-1-3:b1,28
K3:L2:w1-2:b1,K13:L9:w1-1-1-1-1-4-1-1-2:b1,28
K6:L4:w1-1-1-3:b1,K7:L5:w1-1-2-1-2:b1,28
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-1-2-2-2-3:b1,28
K9:L6:w1-1-1-1-1-4:b1,K4:L3:w1-1-2:b1,28
K3:L2:w1-2:b1,K15:L11:w1-1-1-1-2-1-1-2-1-2-2:b1,28
K3:L2:w1-2:b1,K13:L9:w1-1-1-2-1-1-3-1-2:b1,28
K3:L2:w1-2:b1,K14:L9:w1-1-1-3-1-1-2-1-3:b1,28
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-3-1-2-1-1-3:b1,28
K15:L11:w1-1-1-1-1-1-1-3-2-1-2:b1,K16:L11:w1-1-1-1-1-1-3-2-1-2-2:b1,28
K3:L2:w1-2:b1,K16:L11:w1-1-1-1-2-1-1-2-2-2-2:b1,28
K15:L12:w1-1-1-1-1-1-1-1-2-2-1-2:b1,K16:L12:w1-1-1-1-1-1-1-2-2-1-2-2:b1,28
K3:L2:w1-2:b1,K13:L9:w1-1-1-1-2-1-1-3-2:b1,28
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-2-1-2-2-2-2:b1,28
K3:L2:w1-2:b1,K13:L9:w1-1-1-1-3-1-1-2-2:b1,28
K3:L2:w1-2:b1,K12:L9:w1-1-1-1-1-1-2-1-3:b1,28
K3:L2:w1-2:b1,K15:L10:w1-1-1-2-1-2-1-2-2-2:b1,28
K15:L11:w1-1-1-1-1-1-2-2-1-1-3:b1,K16:L11:w1-1-1-1-1-2-2-1-1-3-2:b1,28
K14:L10:w1-1-1-1-1-2-1-2-2-2:b1,K16:L11:w1-1-1-1-2-1-2-2-2-1-2:b1,28
K3:L2:w1-2:b1,K14:L10:w1-1-1-1-2-1-1-1-2-3:b1,28
K6:L4:w1-1-1-3:b1,K11:L7:w1-1-1-2-2-1-3:b1,28
K3:L2:w1-2:b1,K15:L10:w1-1-1-2-1-1-3-2-1-2:b1,28
K15:L11:w1-1-1-1-1-1-1-2-3-1-2:b1,K16:L11:w1-1-1-1-1-1-2-3-1-2-2:b1,28
K14:L9:w1-1-1-3-2-2-1-1-2:b1,K6:L4:w1-1-2-2:b1,28
K3:L2:w1-2:b1,K15:L10:w1-1-1-2-1-1-2-1-3-2:b1,28
K15:L11:w1-1-1-1-1-1-1-3-1-2-2:b1,K16:L11:w1-1-1-1-1-1-3-1-2-2-2:b1,28
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-3-1-2-1-2-2:b1,28
K3:L2:w1-2:b1,K15:L10:w1-1-1-2-1-2-1-1-3-2:b1,28
K15:L11:w1-1-1-1-1-1-2-1-2-2-2:b1,K16:L11:w1-1-1-1-1-2-1-2-2-2-2:b1,28
K3:L2:w1-2:b1,K15:L11:w1-1-1-1-1-1-3-1-1-2-2:b1,28
K3:L2:w1-2:b1,K16:L11:w1-1-1-2-1-1-2-1-1-3-2:b1,28
K3:L2:w1-2:b1,K15:L11:w1-1-1-1-2-1-1-2-1-1-3:b1,27
K3:L2:w1-2:b1,K11:L8:w1-1-1-1-1-1-2-3:b1,27
K3:L2:w1-2:b1,K15:L12:w1-1-1-1-1-1-2-1-1-2-1-2:b1,27
K3:L2:w1-2:b1,K12:L8:w1-1-1-1-2-3-1-2:b1,27
K3:L2:w1-2:b1,K13:L9:w1-1-1-2-1-3-1-1-2:b1,27
K3:L2:w1-2:b1,K15:L11:w1-1-1-1-2-1-2-1-2-1-2:b1,27
K3:L2:w1-2:b1,K16:L11:w1-1-1-3-1-2-1-1-2-1-2:b1,27
K3:L2:w1-2:b1,K15:L10:w1-1-1-3-1-2-2-1-1-2:b1,27
K3:L2:w1-2:b1,K13:L9:w1-1-1-1-2-1-2-2-2:b1,27
K3:L2:w1-2:b1,K14:L10:w1-1-1-1-1-2-3-1-1-2:b1,27
K3:L2:w1-2:b1,K14:L10:w1-1-1-1-2-1-3-1-1-2:b1,27
K3:L2:w1-2:b1,K14:L9:w1-1-1-2-1-1-3-1-3:b1,27
K3:L2:w1-2:b1,K16:L11:w1-1-1-2-1-2-2-1-1-2-2:b1,27
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-1-2-1-2-3-2:b1,27
K15:L11:w1-1-1-1-1-2-1-2-2-1-2:b1,K16:L11:w1-1-1-1-2-1-2-2-1-2-2:b1,27
K3:L2:w1-2:b1,K14:L9:w1-1-1-1-1-2-1-2-4:b1,27
K14:L11:w1-1-1-1-2-1-1-2-1-1-2:b1,K16:L11:w1-1-1-2-1-1-2-1-1-2-3:b1,27
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-2-1-1-3-2-2:b1,27
K3:L2:w1-2:b1,K14:L10:w1-1-1-1-2-1-1-3-1-2:b1,27
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-1-3-1-3-1-2:b1,27
K3:L2:w1-2:b1,K15:L11:w1-1-1-1-1-2-1-1-3-1-2:b1,27
K3:L2:w1-2:b1,K14:L10:w1-1-1-2-2-1-1-2-1-2:b1,27
K3:L2:w1-2:b1,K14:L11:w1-1-1-1-1-1-3-1-1-1-2:b1,27
K3:L2:w1-2:b1,K15:L11:w1-1-1-1-1-1-2-1-2-2-2:b1,27
K14:L11:w1-1-1-1-1-1-1-1-2-2-2:b1,K16:L11:w1-1-1-1-1-1-1-2-2-2-3:b1,27
K3:L2:w1-2:b1,K14:L10:w1-1-1-2-1-2-1-1-2-2:b1,27
K14:L9:w1-1-1-3-1-3-1-1-2:b1,K6:L4:w1-1-2-2:b1,27
K3:L2:w1-2:b1,K15:L10:w1-1-1-1-2-1-2-3-1-2:b1,27
K3:L2:w1-2:b1,K15:L10:w1-1-1-2-2-1-2-1-2-2:b1,27
K3:L2:w1-2:b1,K15:L10:w1-1-1-2-2-1-2-2-1-2:b1,27
K3:L2:w1-2:b1,K15:L10:w1-1-1-2-1-1-2-1-1-4:b1,27
K3:L2:w1-2:b1,K14:L10:w1-1-1-1-2-1-1-1-1-4:b1,27
K3:L2:w1-2:b1,K14:L9:w1-1-1-3-1-1-3-1-2:b1,27
K3:L2:w1-2:b1,K16:L11:w1-1-1-2-1-1-2-1-2-2-2:b1,27
K3:L2:w1-2:b1,K16:L11:w1-1-1-2-1-2-1-1-2-2-2:b1,27
